id;title;text;rating;fk_User_Id;fk_Product_Id
596;Best mix;This should be available in store.;;583;158
597;Very good tasting;My husband says he loves the flavor.;5.0;597;159
598;Love the bold and spicy flavor!;Tastes delicious with or without vodka!;5.0;598;159
599;used a a beer mix;it is the best sence snappy tom.;5.0;599;159
600;Bloody Mary;God and tasty;5.0;318;159
601;Spicy Bloody Mary Mix;Love the extra kick;5.0;601;159
602;Mr Mrs bold spicey !;I have been drinking it for quite awhile, like it better than hot V-8;5.0;602;159
603;Best price Ive ever paid!;Cant beat the deal! This review was collected as part of a promotion.;5.0;603;159
604;Yum;Its delicious I would highly recommend it;5.0;604;159
605;5 stars;I use this for cooking. Just enough kick;5.0;605;159
606;Mr. Mrs. Ts Bold and Spicy Bloody Mary Mix;Shipped well without spillage. Love this product in place of V-8...being from Louisiana, love the spicy!;5.0;606;159
607;Excellent-I buy it but the case;Excellent-I biy it by the case every week;5.0;607;159
608;More to Love;This is so nice having the Big Bottle of Bloody Mary Mix. Cant find this in the store most of the time and even when they carry the large bottle it is usually in the original flavor and not the spicy. Good deal compared to other places.;5.0;608;159
609;bloody mary mix;If you are looking for a spicy bloody mary this mix is great;5.0;609;159
610;Bloody Mary mix;I enjoyed the flavor.;4.0;610;159
611;Explains what you need to know;We have tried several different Bloody Mary mixes and have found this one to be the one we like the best.;5.0;611;159
612;i love it, it tastes yummy in my beer.;A friend told me about this product and I tried it and I loved it! I wish that I had knew about it sooner.;5.0;612;159
613;Id buy again;tasty;4.0;613;159
614;Bloody Mary mix;Excellent, thick and rich with just the right amount of kick! I always ordered this on the jets when I travelled!;5.0;614;159
615;Love it!;Its really good. Right amputated of spice if you like spicey.;5.0;615;159
616;PERFECT BLEND;i LOVED IT, NOT TOO SPICY JUST ENOUGH KICK. WAY BETTER THAN THE ORIGINAL!;4.0;616;159
617;cheap;Not spicy at all but does the job.;5.0;617;159
618;Mr Mrs. Ts;By far the best mix for a good Bloody Mary .;4.0;618;159
619;Excellent;I love the flavor;5.0;619;159
620;Mr.Mrs.Ts;This product did not have any flavor, it was very bland to call itself spicy.;1.0;620;159
621;taste;I think they are putting too much sucrose in the mix. While good it would be better with less sweetness.;4.0;621;159
622;a great tasting mix;a well balanced and good tasting mix, I would recommend this mix;4.0;622;160
623;Great taste for;We love the smooth, bubbly taste. We drink it with orange juice for brunch every weekend. Without the OJ, its just as delicious paired with seafood or a girls night out.;5.0;623;161
624;Some like it hot;So good. I like the hotter bourbons, and at 120+, there is nothing better at this price point. This is like a Stagg Jr that you can actually find at retail price, or find at all. Underrated, and I just assume it stays that way.;5.0;624;162
625;From scotch to bourbon;I AM A SINGLE MALT SCOTCH AFICIANADO. RECENTLY I HAVE DECIDED TO EMBRACE MY AMERICAN HERITAGE BY TRYING BOURBONS. IN THE BACK OF MY MIND, I HAD THE SUSPICION, THAT SUCH NATIONALISTIC IDEALS ARE DOOMED TO FAIL BUT OH MY GOODNESS! THE KNOB CREEK KENTUCKY STRAIGHT IS EVERYTHING I HAVE DESIRED! RICH, MELLOW, FRUITY, AND SUFFICIENTLY HEAVY TO KEEP ME LIGHT.;4.0;625;162
626;Smooth operator;Knob creek has become my go-to. mixed with ginger ale or straight, you cant go wrong with knob creeks kentucky straight bourbon whiskey.;5.0;626;162
627;A pleasure to drink;one of my simple pleasures in life is a Knob Creek 100 proof on the rocks. it is fantastic.;5.0;627;162
628;Finally GOT a bottle;I have loved it since the first time I tried it. However, in my country its not sold. In a recent trip abroad, I finally found it and bought a bottle. Now Im looking forward to share it with friends. Wonderful bourbon!;5.0;628;162
629;Smooth;Straight or on ice, smooth and no bite.;5.0;629;162
630;Ive already put aside Makers and Woodford.;From the first sniff in the glass to finally reaching my lips. Aaa+++ Bourbon!!!! Very happy with my purchase. Ive already told my buddies to come by for a taste.;5.0;630;162
631;Sweet and good burn;For 100 Proof, this bourbon is sweet and mellow. The slight burn at the finish reminds you that you are still alive.;5.0;631;162
632;Something has changed;Previous bottles stated aged nine years. Last bottle purchased shows no age. Taste appeared a little harsher than previously.;2.0;632;162
633;Highly recommend!;This is a superb quality whiskey. My go to!;5.0;633;162
634;Great recommendation. Great Bourbon. Great price.;This is a go-to bourbon for me. A friend recommended the 9 year as a good, full bodied bourbon at a really good price...and needless to say...it didnt disappoint. I typically have either neat or at times over an (oversized) ice cube. Either way, I get really good, smooth flavors (somewhat woody, somewhat caramel-ly) and enjoy it on a regular basis. I consider this to be one the best Bourbons for a really good price.;5.0;634;162
635;The type of honest whiskey a man respects.;A bright amber dram that is bold yet soft on the back of the tongue and lights a fire on the way down. The nose is a velvety riot of vanilla and caramel that finishes with a hint of sour mash. It is the kind of whiskey that a man would choose to enjoy after a hunt or after a wake to remember good times and good friends.;5.0;635;162
636;Wow!;Wow! What a punch! Yet smooth enough to enjoy.;5.0;636;162
637;nice knockoff;This tastes great for the price and is as close to the captain as I have found.;4.0;637;163
638;Sweet Bubbly;I bought 16 of these for a small wedding dinner. Went over well. This is a standard sweet sparkling Asti with consistent quality and reasonable price year after year.;4.0;638;164
639;Very good;Good price and product;5.0;639;164
640;Better Than Soda;light crispy flavor, very refreshing add a little salt and it is perfect;5.0;640;165
641;REALLY GOOD;This tastes amazing, so far the best from Jaspers.The magic potion is just annoying to brew with. When you add it to the beer it turns into a mucusy substance and you need to strain it out which is really hard. Other than that it is great!;4.0;641;166
642;Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No;I havent had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but its important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit Ive purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.;5.0;642;166
643;Frighteningly Good One person found this helpful. Was this review helpful to you Yes No;My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks its maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jaspers product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.;5.0;643;166
644;REALLY GOOD;This tastes amazing, so far the best from Jaspers.The magic potion is just annoying to brew with. When you add it to the beer it turns into a mucusy substance and you need to strain it out which is really hard. Other than that it is great!;;641;166
645;Good beer though;This is an extract kit. I dont recall seeing that anywhere in the description. Good beer though.;;645;166
646;Awesome delivery;I havent had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but its important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit Ive purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.;;642;166
647;Nice kit, but...;I bought two of these kits to make ten gallons. After 3 weeks in the 2- 5 gallon primarys I kegged 5 gallons. The instructions for the vodka, spices and vanilla bean slurry were vague as to when to make the potion and how to store it. I mixed mine on brew day and it sat in the fridge while the beer fermented. It turned into a snot ball. I sanitized a mason jar and took half the ten gallons worth of potion mixture and while I kegged I added some beer to the jar and shook it vigorously to break up the snot ball. It worked for the most part. The first 3 beers came out a bit chunky but it cleared up. The potion made the beer taste a bit like cider. Its got a very upfront pumkin spice kick with hints of cinnamon. Im not a big fan of these prominent flavors so I bottled the second 5 gallons without the potion.Overall the kits good. The abv came out at about 6.9 after adding an extra pound of dextrose.I expect he bottles to be a bit more to my liking.;3.0;647;166
648;Frighteningly Good 1 person found this helpful. Was this review helpful to you Yes No;My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks its maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jaspers product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.;;643;166
649;Nice kit, but...;I bought two of these kits to make ten gallons. After 3 weeks in the 2- 5 gallon primarys I kegged 5 gallons. The instructions for the vodka, spices and vanilla bean slurry were vague as to when to make the potion and how to store it. I mixed mine on brew day and it sat in the fridge while the beer fermented. It turned into a snot ball. I sanitized a mason jar and took half the ten gallons worth of potion mixture and while I kegged I added some beer to the jar and shook it vigorously to break up the snot ball. It worked for the most part. The first 3 beers came out a bit chunky but it cleared up. The potion made the beer taste a bit like cider. Its got a very upfront pumkin spice kick with hints of cinnamon. Im not a big fan of these prominent flavors so I bottled the second 5 gallons without the potion.Overall the kits good. The abv came out at about 6.9 after adding an extra pound of dextrose.I expect he bottles to be a bit more to my liking.;;647;166
650;Frighteningly Good;My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks its maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jaspers product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.;;643;166
651;Good beer though;This is an extract kit. I dont recall seeing that anywhere in the description. Good beer though.;3.0;645;166
652;Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No;I havent had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but its important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit Ive purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.;;642;166
653;Awesome delivery 4 of 6 people found this helpful. Was this review helpful to you Yes No;I havent had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but its important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit Ive purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.;;642;166
654;Frighteningly Good One person found this helpful. Was this review helpful to you Yes No;My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks its maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jaspers product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.;;643;166
655;Frighteningly Good 1 of 1 people found this helpful. Was this review helpful to you Yes No;My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks its maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jaspers product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.;;643;166
656;Get your moneys worth.;This is a really well thought out beer kit. Good instructions and fresh quality components. A kit like this would cost a lot more from a competitor, and probably would have lesser quality components. I will purchase more kits from this seller.;;656;166
657;Awesome pumpkin ale;This is a very good pumpkin ale. I just sampled it yesterday and was very nice.;;657;166
658;A repeat buyer;This product always deliver quality and freshness as many other GOYA products. Grew up drinking several brands but goya delivers the best one. Deserve an excellent mark, but unfortunately the delivery process is slow at times and my last order still missing from my door front.;4.0;658;167
659;I love it;Sweet and tasty;5.0;659;167
660;Almost....;Great product. Arrived with one broken, which made quite a big mess in the box.;4.0;660;167
661;Breastfeeding;I dont think this taste wonderful but I can chug it. It works great for women breastfeeding who want to increase their breast milk.;5.0;661;167
662;Good Price;Cant beat the price!! Very happy!!;5.0;662;167
663;good;Its a good product.;5.0;663;167
664;Good , delicious drink!;Always a classic! Never disappoints. Never had another sugar cane drink as good as this one, but then again, it is Goya so you know its good!;5.0;664;167
665;Puerto RIcan beverage;This beverage is really good for anyone who wants to remember Puerto RIco.;5.0;665;167
666;Malta;Im from PR and puertoricans love Malta. It is really good that walmart bring our products.;5.0;666;167
667;Breastfeeding;I dont think this taste wonderful but I can chug it. It works great for women breastfeeding who want to increase their breast milk.;;661;167
668;Good , delicious drink!;Always a classic! Never disappoints. Never had another sugar cane drink as good as this one, but then again, it is Goya so you know its good!;;664;167
669;Almost....;Great product. Arrived with one broken, which made quite a big mess in the box.;;660;167
670;I love it;Sweet and tasty;;659;167
671;good;Its a good product.;;663;167
672;A repeat buyer;This product always deliver quality and freshness as many other GOYA products. Grew up drinking several brands but goya delivers the best one. Deserve an excellent mark, but unfortunately the delivery process is slow at times and my last order still missing from my door front.;;658;167
673;Malta;Im from PR and puertoricans love Malta. It is really good that walmart bring our products.;;666;167
674;Puerto RIcan beverage;This beverage is really good for anyone who wants to remember Puerto RIco.;;665;167
675;Good Price;Cant beat the price!! Very happy!!;;662;167
676;Great Tortilla Strips;These Tortilla Strips have a great flavor and pare well with salads and soups. I enjoy the added flavor to any type of salad! They are so good in a bowl of soup and remain crispy longer than you woukd expect!;5.0;676;168
677;Ok, not great.;I have had better strips. When I opened package found them slightly stale... Sure enough check the expire date Oct 2015. Well shoot, bought in Oct. I should have known better. Used them in soup and tossed the rest.;3.0;677;168
678;delicious and attractive;These tortilla chips are not only good, they are attractive and appealing looking on a salad.;5.0;678;168
679;Excellente;Perfect sipping tequila ... chilled and neat !;5.0;105;169
680;Solid tequila;My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe Im drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if youre looking.;5.0;106;169
681;One of my favorite!;Straight over ice.;5.0;107;169
682;Magnificent oak flavor!;Im a single malt Scotch guy. I generally have two fingers neat with a quality cigar about once a week. On a stressful day, Ill have a couple of beers or so after work before the family gets home. The trouble is the beer gut that comes with that trend. I was looking for something similar to my favorite Scotch, which is a little out of my budget to drink daily. Jim Beam Black is an awesome substitute with the rich white oak aroma and flavor. It isnt near as smooth as my favorite Scotch, but the flavor is on point. Thank you Jim Beam for putting this great whiskey out there at an affordable price. Youve got a customer for life!;5.0;188;170
683;My favorite bourbon!;Exceptionally good flavor!;5.0;189;170
684;Top Choice Every Time!;No matter where I go after years of various bourbon tastings....Jim Beam Black is head and shoulders above the rest no matter what the price tag!;5.0;190;170
685;Good Job;Im personally a wild turkey drinker. But cudos to Jim beam for producing such a classy commercial. Got the right girl to be their spokesperson. Good job. Very classy.;5.0;191;170
686;When you want to experience perfection, look no further!;Seriously You ask whats great about it What isnt great about it;5.0;192;170
687;What bourbon should be.;No explanation necessary.;5.0;193;170
688;I love Jim Bean;I first started drinking Jim Bean when i went camping. I didnt want to carry the bear around so i tried jim bean. My first was Red Stag Cherry. Than i tried devils cut when i came home. I have been hooked ever since. I usually mix with coke or dr.pepper.;5.0;194;170
689;Best bourbon under 50;This is the best bourbon under 50 you can buy. One of the smoothest bourbons Ive tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.;5.0;195;170
690;I would definitely buy this quality bourbon again;This is Beam at its best very smooth.;5.0;196;170
691;Just the best!!;I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!;5.0;197;170
692;Love it, cannot find it anywhere;I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California;5.0;198;170
693;Jim Beam at its best!;I bought this in early December and it didnt make it to the new year... This one is Awesome, keep up the great work!;5.0;199;170
694;Rich Aromatic;Absolutely love, love, love it!!;5.0;200;170
695;They screwed up;We have ordered these several times. But this will be the LAST time. The NEW RECIPE sucks they have very little to no flavor.;;695;171
696;Finally;Been hearing about this but never tried until I saw this in amazon and have a taste of it. Taste is subtle not as sweet.. If you like gummie candy this is worth a try. I will purchase these again;;696;171
697;Five Stars;Yummy;;697;171
698;everyone needs these;first time i ordered these and they are simply put...absolutly fantastic.. if you want a gummy with tang these are those. i have already ordered again as Pooi write this .the flavor is just yummy.;;698;171
699;You should try them;These are awesome. Better texture than gummies.Taste is subtle not as sweet.. If you like gummie candy this is worth a try.;;699;171
700;excellent;Ive eaten far too many already...these taste fruity, several fruit flavors, as good or better than any wine gums I had before. Highly recommend;;700;171
701;Five Stars;Yummy!;;697;171
702;Finally!!!;Been hearing about this but never tried until I saw this in amazon and have a taste of it. Taste is subtle not as sweet.. If you like gummie candy this is worth a try. I will purchase these again!;;696;171
703;Great taste and texture;These traditional winegums are soft, gummy drops that are similar to but chewier than jujubes. Each piece is imprinted with the name of a type of alcohol such as Port, Rum, Gin, Cider, and Cognac. However, the candies are entirely non-alcoholic, and the flavors are actually lemon, apple, orange, raspberry, and black currant. The overall taste is pleasantly tart.;;703;171
704;Wine gums;As far as gummy candy, these are fine. They have a good fruity flavor and good texture. As far as tasting like traditional wine gums, not so much.;;704;171
705;was disappointed. I have been a consistent purchaser (by subscription;I, too, was disappointed. I have been a consistent purchaser (by subscription, every 4 months) and these last order that came 2 weeks ago was different than all purchased previously - less sweet (they had been perfect) and harder texture which produced an overall less pleasing experience. Have no idea why they would change a formula that was close to perfect;;705;171
706;Gustavs New Formula Wine Gums - Theyre Terrible!!;I have ordered Gustavs wine gums many times from amazon and always been delighted with the product. Well imagine my surprise when I recently opened my latest order to discover a new formula product that bears no resemblance to the old. The wine gums are smaller, harder, much paler in color, and all colors have this same wretchedly super-sweet after-taste that just keeps on giving me something that I definitely do not want.Why has Gustav begun shipping a different product with no advance notice to its loyal customers Well this is one former customer who is definitely no longer loyal! Im stuck with 6.6kg. of these things and Im seriously tempted to throw them in the garbage.Smarten up, Gustavs! Refund my money for this inferior garbage, or ship me what I ordered - the original product. I dont want this crap. And Im betting nobody else does either.;;706;171
707;No Ginger In Ginger Ale;They dont state on the label how much ginger is in their ginger ale. I am to deduce that there isnt any, since they wont list it on the ingredients label.;1.0;707;172
708;Great Taste!;I bought the 7 oz cans to keep in refrigerator for nausea. It workes miracles and what a perfect size.;5.0;708;172
709;What Happened?;Love Canada Dry until about a month ago..every carton Ive purchased has been flat..no fizz..and just bad tasting..Ive used Canada Dry for years so certainly know good from bad. Has there been a change cause they surely dont taste good.;2.0;709;172
710;has real ginger!;I love your product! I dont drink pop (soda) but I drink your ginger ale for tummy upsets. I tried the cranberry one last night and loved the flavor!;;710;172
711;Great smooth taste;Refreshing, great taste, no artificial sweeteners.;;711;172
712;Wonderfully refreshing!;Weve enjoyed your products over the years. Having experienced some minor problems with an upset stomach recently, I was happy to have some on hand. For me, its the perfect pick me up for those times youre feeling a little under;;712;172
713;Refreshing;I have had Stage 4 Kidney Cancer for over 8 years and just discovered the delights of your bevarage last year and how it can stop nausea instantly!! It is also a refreshing change in summer from a cola!;;713;172
714;The BEST Ginger Ale;Always the best by far, great taste. I have loved it since I was a kid;;714;172
715;Awesome drink mixer!!;Alone or with vokda. Also, a lot of people arent aware it settles upset tummies because of the ginger quicker than the old standard cola and crackers!!!! Ive turned several people onto Canada Dry for both reasons!!;;715;172
716;Great ice cream sodas;Been making ice cream sodas for my family for 50 years!;;716;172
717;Refreshing;Not too sweet like some other drinks. Just refreshing!!!;;717;172
718;Fantastic drink;I absolutely love Canada Dry Ginger Ale..this is the only Ginger Ale that I will drink and have drank for the past 25 years..I have BAD acid reflux and have been hospitalized several times with this and them thinking I was having a heart attack..well every time they say its acid reflux..the last time I was in the hospital I asked for Ginger Ale and they said -you cant have anything with caffine and I said Canada Dry Ginger Ale has NO caffine..they said oh-we thought all soda had caffine...and I said Canada Dry is not just any soda-its Canada Dry! I got my Ginger Ale! It is the only drink we have in our house!;;718;172
719;Scuba divers favorite!;Its my favorite soda! It is great for preventing sea sickness too. Im a scuba diver and its the only thing I will drink on a dive boat. I prefer the plastic bottles and they are hard to find.;;719;172
720;Its my entergetic spark.;Speed up my epiglotttis to rush my food to my esophagus where they fall in love in my stomach and make happy and relaxed.;;720;172
721;Best prescription for what ails the stomach;I. Have a condition that causes daily nausea Nothing calms it better than a few sips of ice cold CD Ginger Ale. Perform S better than all other brands and the 2 prescription medications I havePTL even got a local store Harveys Supermarket ,,(Manager Irvin and Robin the Vendor. )on Edgewood Ave to order 3 cases a month of the 8 oxen Ounce bottles. Best store manager in town. Kudos to him Both of themPS...I was married on January 1, 1974 the age of 16. Our toast was Ginger Ale, although we are divorced now I along with my children and grandchildren still toast the new year xwith gingeale;;721;172
722;CD Ginger Ale;I love this. I made green punch last year for my nieces wedding reception with Lime Kool-Aid, pineapple juice and Canada Dry Ginger Ale. Ive been drinking CD Ginger Ale ever since.;;722;172
723;Its just GOOD!!!;I buy it in 2 liter , cases or single can or bottles. When I open a single can I drink it so fast while eating my lunch or dinner. I purchased 4 cases for Christmas dinner an they were gone before the Coke and Pepsi drinks.We love it!!!!;;723;172
724;A Refreshing Pause;A year ago, as I was experiencing stomach problems, a friend suggested drinking Ginger Ale for the real ginger in it and its medicinal properties. I started doing so and although I no longer experience the stomach problems, Canada Dry Ginger Ale has become my go to beverage. I find myself being disappointed when Im in a food establishment that doesnt serve it.;;724;172
725;good for keeping tummy settled;I am always sick after i have surgery . Was told to drink alot of ginger ale before i had it done and it really helped alot.love it;;725;172
726;Memories;I was raised on Canada Dry Ginger Ale. I didnt know anything about Coke/Pepsi in the 1950s. Still love the flavor!;;726;172
727;Refreshing !;This is the only soda I drink ! I love it because it is refreshing and helps my stomach !;;727;172
728;Best Flavor;Have been a long time purchaser,preferred brand over all others.;;728;172
729;upset stomach;I have always used Canada Dry when I have an upset;;729;172
730;Mr Brown Iced Coffee;Good coffee (medium roast) - with natural ingredients. Ingredients: water-coffee extract-sugar-milk powder-soy lecithin (emulsifier);5.0;730;173
731;Yummy!;These are so yummy! They are great with pasta! I also like them with soup kinda like a grilled cheese but less mess and work. I would recommend under cooking just slightly so they are soft and cheesy;;731;174
732;Good as Pizza places;Brushed with Olive Oil lightly, good as Pizziaria stores;;732;174
733;Coles cheesecsticks are very good;Give thm actry you wont be disappointed;;733;174
734;So yummy;My family loved these cheesy bread sticks however kind of disappointed there werent many in the box, I have a family of five and everyone was wanting more of these will have to buy an extra box next time;;734;174
735;Love them;The stick is soft and not too garlicky, the cheese is a good flavored mozzarella they are over all fantastic!;;735;174
736;not enough;The bread sticks are awsome but there is only 5 in the package. I wouldnt buy it again only because there isnt enough for the cost;;736;174
737;Great with Italian;These are delicious and extremely easy to prepare - just pop them in the oven! The only complaint I have is that there are only five in the box. I wish I could get a box of ten, because we eat these a couple of times a week and the boxes take up lots of room in the freezer. Otherwise, these are delicious!;;737;174
738;Easy does it;Great and convenient;;738;175
739;Great for gift badket;Great item. I used mine in a gift basket. Just added to some glasses and a martini shaker. Great gift!;;739;175
740;Cool idea for a party;Cool idea for a party.;;740;175
741;Great People.;Love it and the seller are the most wonderful understanding people .When the order was a little messed up they wasted no time in getting all correct items to me.Thank You very much for all that you have done and also the drinks were great. LOLLAPALOOZA;;741;175
742;Three Stars;Arrived damaged with the middle bottle leaking;;742;175
743;Appletini Mix - the BEST;This is the best mix to use for appletinis, taste great! I have tried others but nothing compares to Rose. Everyone always comments on the cool bottle. It is on the sweet side but that is why I like it. Try it!;5.0;743;176
744;Nice Mixer.;Was looking everywhere for this product, and was starting to think that I would be out of luck. Tried walmart.com as a last resort. Glad I did! Thank you Wal-mart.;5.0;744;176
745;Yummy for Appletini;Taste just like I thought it would - would buy again;5.0;745;176
746;Very tasty;Tasty;5.0;746;176
747;Moscow mule gixins;This is great for Moscow miles. It is very gingery and tastes much better than its higher priced competitor;5.0;747;177
748;best tasting bun length franks around;these franks are by far the best tasting franks we have had in a long time. love grilling them and having them just like at the ball park;5.0;748;178
749;Football game hog dog;Good size and taste for a get together foot ball game easy to preper saves you time and money great cuantity too.;5.0;749;178
750;. My kids love them.;Good brand. Has a good flavor and a cheaper price. Been buying this brand for years. Never had a complaint.;4.0;750;178
751;Bars S;Weiners are very good, reasonable price;5.0;751;178
752;Love these DOGS!;I purchase these and separate and freeze them. I have.3 boys so they are always handy.;5.0;752;178
753;Yummy;Great for grilling and a great value;5.0;753;178
754;Football game hog dog;Good size and taste for a get together foot ball game easy to preper saves you time and money great cuantity too.;;749;178
755;Love these DOGS!;I purchase these and separate and freeze them. I have.3 boys so they are always handy.;;752;178
756;. My kids love them.;Good brand. Has a good flavor and a cheaper price. Been buying this brand for years. Never had a complaint.;;750;178
757;Yummy;Great for grilling and a great value;;753;178
758;Bars S;Weiners are very good, reasonable price;;751;178
759;best tasting bun length franks around;these franks are by far the best tasting franks we have had in a long time. love grilling them and having them just like at the ball park;;748;178
760;Light, slightly bubbly and good;This is a light, slightly bubbly tasting wine, not too sweet, not too bitter and dry.;4.0;760;179
761;Love, love;Delivered on time, as expected. Love, love, love Goslings Diet Ginger Beer. So happy to get it in the states, although a trip to Bermuda is pretty awesome.;;761;180
762;Just returned from Bermuda with some Stormy Ginger Beer. ...;Just returned from Bermuda with some Stormy Ginger Beer. Have to watch sugar intake so back at home I bought diet Stormy and did a side by side comparison. Confirmed the reviews that indicated that diet Stormy has noticeably less ginger flavor. I found a local source for Barritts diet ginger beer (made in Bermuda and preceded Goslings ginger beer) and did a side by side comparison against diet Stormy. The diet Barritts had noticeably more ginger flavor.;;762;180
